Subfolder,DealNumber,Dealer,AuctionSig,NorthHand,SouthHand,EastHand,WestHand,attempts
Partnership-TwoClub,2,S,2C Pass 2D Pass 2NT Pass 3NT Pass Pass Pass,S:K73 H:Q82 D:T986 C:542,S:A82 H:AK75 D:KQJ C:KQT,S:QJ4 H:943 D:52 C:AJ863,S:T965 H:JT6 D:A743 C:97,2
Partnership-TwoClub,20,S,2C Pass 2D Pass 2S Pass 3C Pass 3H Pass 4H Pass Pass Pass,S:2 H:QJ52 D:9872 C:T763,S:AKQ63 H:AKT96 D:T6 C:A,S:J54 H:84 D:AKJ3 C:J852,S:T987 H:73 D:Q54 C:KQ94,5
Partnership-TwoClub,21,N,2C Pass 2NT Pass 3NT Pass Pass Pass,S:QT85 H:AK6 D:AK8 C:KQJ,S:KJ2 H:Q75 D:QT72 C:753,S:A96 H:JT94 D:9 C:T8642,S:743 H:832 D:J6543 C:A9,4
Partnership-TwoClub,22,S,2C Pass 2D Pass 2NT Pass 3C Pass 3S Pass 4S,S:K987 H:QJ82 D:986 C:74,S:AQJ2 H:AK5 D:KQ73 C:A6,S:T3 H:T763 D:54 C:JT983,S:654 H:94 D:AJT2 C:KQ52,7
Partnership-TwoClub,23,N,2C Pass 2NT Pass 4C Pass 4S Pass 5C Pass 5H Pass 7NT,S:A8 H:KQ4 D:AKQJ86 C:K4,S:K72 H:A975 D:T72 C:A53,S:QJT H:J82 D:954 C:JT97,S:96543 H:T63 D:3 C:Q862,1
Partnership-TwoClub,24,S,2C Pass 3D Pass 4NT Pass 5D Pass 6D Pass Pass Pass,S:973 H:62 D:QJ9863 C:A4,S:8 H:AKQ5 D:AK72 C:KQJ3,S:AKQT2 H:74 D:T4 C:T876,S:J654 H:JT983 D:5 C:952,400
Partnership-TwoClub,3,N,2C Pass 2S Pass 2NT Pass 3NT Pass Pass Pass,S:K3 H:KQJ2 D:AQ98 C:AK4,S:QJT72 H:A5 D:742 C:653,S:94 H:93 D:653 C:QJ9872,S:A865 H:T8764 D:KJT C:T,1
Partnership-TwoClub,4,S,2C Pass 2D Pass 2H Pass 4H Pass Pass Pass,S:A3 H:T982 D:986 C:8764,S:KQ2 H:AKQ75 D:A72 C:AT,S:JT65 H:63 D:KJ43 C:Q92,S:9874 H:J4 D:QT5 C:KJ53,4
Partnership-TwoClub,5,N,2C Pass 2D Pass 3NT Pass Pass Pass,S:AJ87 H:AK D:A86 C:AKQJ,S:Q62 H:9753 D:Q52 C:953,S:K54 H:JT6 D:743 C:T764,S:T93 H:Q842 D:KJT9 C:82,3
Partnership-TwoClub,6,S,2C Pass 2D Pass 2H Pass 3C Pass 3H Pass Pass Pass,S:642 H:754 D:J72 C:8653,S:A73 H:AKQ862 D:86 C:AK,S:KJ H:JT D:AQ94 C:JT972,S:QT985 H:93 D:KT53 C:Q4,1
Partnership-TwoClub,7,N,2C Pass 2H Pass 4NT Pass 5D Pass 6H Pass Pass Pass,S:AK63 H:AK82 D:KQJ C:KQ,S:42 H:QJ975 D:A52 C:753,S:Q95 H:63 D:T87 C:AJT92,S:JT87 H:T4 D:9643 C:864,1
Partnership-TwoClub,8,S,2C Pass 2S Pass 3S Pass 4C Pass 4D Pass 4NT Pass 5S Pass 7S,S:AJ983 H:K72 D:6 C:A874,S:KQT2 H:AQJT5 D:AK2 C:K,S:65 H:963 D:QJT75 C:J32,S:74 H:84 D:9843 C:QT965,400
Partnership-TwoClub,9,N,2C Pass 2S Pass 3S Pass 4S Pass Pass Pass,S:KQ86 H:AKJ2 D:AKQ C:86,S:AJT72 H:987 D:82 C:Q53,S:95 H:T53 D:T7653 C:KT2,S:43 H:Q64 D:J94 C:AJ974,1
Partnership-WeakTwos,1,N,2S Pass Pass Pass,S:AK9873 H:82 D:986 C:J4,S:QJ2 H:K975 D:KQ2 C:Q53,S:T4 H:AQJ3 D:JT54 C:K76,S:65 H:T64 D:A73 C:AT982,30
Partnership-WeakTwos,10,S,3H Pass 4NT Pass 5D Pass 6H Pass Pass Pass,S:AK75 H:K63 D:KQJ54 C:A,S:6 H:AQJ8754 D:632 C:84,S:942 H:2 D:T97 C:Q96532,S:QJT83 H:T9 D:A8 C:KJT7,400
Partnership-WeakTwos,11,N,3C Pass 3NT Pass Pass Pass,S:J3 H:76 D:97 C:KQ98752,S:AQT H:KQJ D:QJT3 C:AJT,S:9842 H:AT854 D:842 C:4,S:K765 H:932 D:AK65 C:63,400
Partnership-WeakTwos,12,S,2H Pass 2NT Pass 3H Pass 4H Pass Pass Pass,S:AQ63 H:Q82 D:AKQ C:KQJ,S:J4 H:KJT963 D:875 C:42,S:K982 H:A4 D:T92 C:T975,S:T75 H:75 D:J643 C:A863,7
Partnership-WeakTwos,13,N,2S Pass 2NT Pass 3C Pass 3S Pass Pass Pass,S:KQ9862 H:864 D:94 C:K6,S:JT3 H:AK53 D:AQ732 C:4,S:A5 H:972 D:JT8 C:Q9752,S:74 H:QJT D:K65 C:AJT83,120
Partnership-WeakTwos,14,S,2D Pass 2NT Pass 3H Pass 3NT Pass Pass Pass,S:A64 H:Q42 D:AJ4 C:AK65,S:73 H:K53 D:KQT872 C:94,S:KQT5 H:AJ6 D:93 C:J732,S:J982 H:T987 D:65 C:QT8,2
Partnership-WeakTwos,15,N,2D Pass 2NT Pass 3NT Pass Pass Pass,S:975 H:76 D:AKQ962 C:83,S:KQ8 H:AK8 D:J43 C:AT65,S:J6432 H:QT95 D:5 C:942,S:AT H:J432 D:T87 C:KQJ7,4
Partnership-WeakTwos,16,S,3S Pass 4S Pass Pass Pass,S:T92 H:A8743 D:3 C:AK92,S:KQJ8753 H:2 D:754 C:J5,S:64 H:JT95 D:AKJT8 C:Q6,S:A H:KQ6 D:Q962 C:T8743,400
Partnership-WeakTwos,17,N,1S Pass 2C Pass 2S Pass 4S Pass Pass Pass,S:AK8762 H:83 D:83 C:K65,S:Q9 H:J75 D:A96 C:AQJ42,S:J54 H:K942 D:Q542 C:87,S:T3 H:AQT6 D:KJT7 C:T93,3
Partnership-WeakTwos,18,S,3H Pass Pass Pass,S:QJ83 H:T6 D:KJ4 C:KQJ4,S:65 H:AQJ8753 D:975 C:5,S:T742 H:K2 D:Q32 C:AT87,S:AK9 H:94 D:AT86 C:9632,49
Partnership-WeakTwos,19,N,2D Pass 2NT Pass 3NT Pass 6NT Pass Pass Pass,S:54 H:863 D:AKQ974 C:85,S:KQJ H:AK7 D:J63 C:AK42,S:T98732 H:J54 D:82 C:J9,S:A6 H:QT92 D:T5 C:QT763,2
Partnership-WeakTwos,2,N,2S Pass 4S Pass Pass Pass,S:AK9873 H:82 D:986 C:J4,S:QJ2 H:AK75 D:A72 C:A53,S:T4 H:JT63 D:QJT3 C:Q72,S:65 H:Q94 D:K54 C:KT986,1
Partnership-WeakTwos,20,S,2S Pass 2NT Pass 3H Pass 4S Pass Pass Pass,S:KJ6 H:AQJ42 D:964 C:A5,S:AQ9752 H:K3 D:852 C:73,S:83 H:976 D:AKT7 C:KQT2,S:T4 H:T85 D:QJ3 C:J9864,10
Partnership-WeakTwos,21,N,2S Pass 2NT Pass 3S Pass Pass Pass,S:AQ9864 H:53 D:873 C:72,S:KJ3 H:AQJ42 D:964 C:A5,S:T7 H:KT9 D:AKT5 C:J843,S:52 H:876 D:QJ2 C:KQT96,9
Partnership-WeakTwos,22,S,3C Pass 4H Pass Pass Pass,S:A63 H:AKQJ742 D:A8 C:4,S:5 H:8 D:9753 C:KQJ9863,S:KJT872 H:T9 D:KT4 C:A7,S:Q94 H:653 D:QJ62 C:T52,1
Partnership-WeakTwos,23,N,Pass Pass 1H Pass 3H Pass 4H Pass Pass Pass,S:QJT742 H:KQ72 D:52 C:9,S:K3 H:AJ963 D:AQ7 C:864,S:A65 H:T8 D:J984 C:KJT3,S:98 H:54 D:KT63 C:AQ752,400
Partnership-WeakTwos,24,S,2D Pass 2NT Pass 3C Pass 3NT Pass Pass Pass,S:AQ3 H:AJT D:K754 C:QT4,S:62 H:742 D:AJT832 C:K7,S:KJ9 H:KQ65 D:96 C:AJ62,S:T8754 H:983 D:Q C:9853,400
Partnership-WeakTwos,3,N,2S Pass 4S Pass Pass Pass,S:AK9873 H:82 D:986 C:J4,S:QJ62 H:75 D:A72 C:Q753,S:T4 H:AT94 D:QJ43 C:KT8,S:5 H:KQJ63 D:KT5 C:A962,400
Partnership-WeakTwos,4,S,3D Pass Pass Pass,S:KQ76 H:A62 D:53 C:AQ83,S:43 H:85 D:KQJ9862 C:97,S:AJ5 H:KQ97 D:74 C:T654,S:T982 H:JT43 D:AT C:KJ2,3
Partnership-WeakTwos,5,N,3H Pass 4H Pass Pass Pass,S:87 H:KQJ9732 D:5 C:864,S:AJT643 H:A D:AK64 C:97,S:K2 H:T4 D:T32 C:AQT532,S:Q95 H:865 D:QJ987 C:KJ,3
Partnership-WeakTwos,6,S,1S Pass 2C Pass 2S Pass 4S Pass Pass Pass,S:K4 H:KJ5 D:942 C:KQJ72,S:AQJ9765 H:QT2 D:7 C:63,S:T3 H:874 D:QJT86 C:AT4,S:82 H:A963 D:AK53 C:985,8
Partnership-WeakTwos,7,N,2H Pass 4H Pass Pass Pass,S:764 H:AK9743 D:72 C:Q5,S:KQ H:QJ D:AKQ65 C:KJ42,S:JT9532 H:82 D:943 C:A6,S:A8 H:T65 D:JT8 C:T9873,1
Partnership-WeakTwos,8,S,2H Pass Pass Pass,S:AQ5 H:4 D:KQ94 C:KJ742,S:J83 H:KQJ762 D:85 C:85,S:K642 H:5 D:J762 C:AQ96,S:T97 H:AT983 D:AT3 C:T3,4
Partnership-WeakTwos,9,N,2H Pass 2S Pass 3S Pass 4S Pass Pass Pass,S:K84 H:AQT642 D:4 C:965,S:AQJT65 H:7 D:A95 C:KJ3,S:732 H:K85 D:KT862 C:72,S:9 H:J93 D:QJ73 C:AQT84,2
Preempt,1,S,3D Pass Pass Pass,S:A87 H:KQ873 D:J C:A954,S:952 H:2 D:AQT9875 C:87,S:KQJT H:J964 D:632 C:K3,S:643 H:AT5 D:K4 C:QJT62,7
Preempt,10,N,3H Pass Pass Pass,S:853 H:AQJ9843 D:T76 C:,S:964 H: D:8542 C:AKQJ83,S:JT2 H:KT6 D:AK C:T9542,S:AKQ7 H:752 D:QJ93 C:76,5
Preempt,2,N,3S Pass Pass Pass,S:KQJT864 H:97 D:65 C:T4,S:92 H:KJ85 D:KJ9 C:KQ83,S:75 H:A63 D:AQT73 C:975,S:A3 H:QT42 D:842 C:AJ62,20
Preempt,3,S,3H Pass 4H Pass Pass Pass,S:J9873 H:A42 D:82 C:AK7,S:A H:QJT8763 D:975 C:62,S:KQ64 H:K5 D:J4 C:QT984,S:T52 H:9 D:AKQT63 C:J53,2
Preempt,4,N,3H Pass 4H Pass Pass Pass,S:83 H:KQT8742 D:862 C:5,S:AK76 H:J53 D:94 C:A874,S:QJ42 H:6 D:KQJ5 C:JT62,S:T95 H:A9 D:AT73 C:KQ93,400
Preempt,5,S,4S Pass Pass Pass,S:T4 H:Q86 D:A963 C:J642,S:KQJ98752 H:9 D:52 C:87,S:6 H:AKJT54 D:K7 C:AKQ5,S:A3 H:732 D:QJT84 C:T93,400
Preempt,6,N,3S Pass 6S Pass Pass Pass,S:KQJ9873 H:6 D:9842 C:7,S:T6 H:AKQ85 D:AK C:A864,S:A2 H:J942 D:J75 C:JT52,S:54 H:T73 D:QT63 C:KQ93,1
Reverse,1,S,1C Pass 1H Pass 1S Pass 4S Pass Pass Pass,S:AKT3 H:AQ75 D:T95 C:72,S:QJ85 H:K9 D:K62 C:A863,S:4 H:JT6432 D:Q43 C:QJ9,S:9762 H:8 D:AJ87 C:KT54,1
Reverse,10,N,1C Pass 1H Pass 2D Pass 2H Pass Pass Pass,S:J73 H:J D:AK64 C:AK983,S:T85 H:KQ9874 D:83 C:76,S:AK9 H:T6532 D:T75 C:54,S:Q642 H:A D:QJ92 C:QJT2,8
Reverse,11,S,1D Pass 1S Pass 2H Pass 3D Pass 5D Pass Pass Pass,S:AK86 H:72 D:T98 C:7654,S:7 H:AQJ9 D:KQJ764 C:A3,S:QJT3 H:KT853 D:3 C:T82,S:9542 H:64 D:A52 C:KQJ9,1
Reverse,12,S,1C Pass 1S Pass 2D Pass 3S Pass 4S Pass Pass Pass,S:KQ9743 H:872 D:K5 C:T3,S:J5 H:AT D:AQJ3 C:KQ986,S:A6 H:K643 D:972 C:J742,S:T82 H:QJ95 D:T864 C:A5,4
Reverse,13,N,1C Pass 1S Pass 2D Pass 4D Pass 5D Pass Pass Pass,S:J H:K84 D:AQT9 C:KQJT7,S:A8643 H:76 D:KJ64 C:A5,S:Q H:AJT3 D:8732 C:9832,S:KT9752 H:Q952 D:5 C:64,3
Reverse,14,S,1D Pass 1S Pass 1NT Pass Pass Pass,S:AT83 H:852 D:T95 C:QJ3,S:9 H:KQ76 D:KQ842 C:AT8,S:QJ764 H:JT D:J76 C:K65,S:K52 H:A943 D:A3 C:9742,1
Reverse,2,S,1C Pass 1S Pass 1NT Pass 3NT,S:KQ83 H:QJ D:KJ6 C:JT97,S:T72 H:AK94 D:Q54 C:KQ5,S:A54 H:T653 D:AT3 C:843,S:J96 H:872 D:9872 C:A62,1
Reverse,3,N,1C Pass 1H Pass 2D Pass 2NT Pass Pass Pass,S:J3 H:Q8 D:KQJ5 C:AK762,S:KT94 H:KT96 D:T82 C:95,S:A65 H:542 D:A964 C:Q83,S:Q872 H:AJ73 D:73 C:JT4,3
Reverse,4,S,1C Pass 1S Pass 2D Pass 3S Pass 3NT Pass Pass Pass,S:KQ9865 H:K82 D:T5 C:KT,S:J H:AQT D:AQJ3 C:QJ986,S:4 H:J94 D:K98642 C:A72,S:AT732 H:7653 D:7 C:543,4
Reverse,5,N,1C Pass 1S Pass 2H Pass 4H Pass Pass Pass,S:6 H:AKQ4 D:963 C:AQJT3,S:AQ985 H:T865 D:84 C:K7,S:K742 H:973 D:AK52 C:96,S:JT3 H:J2 D:QJT7 C:8542,5
Reverse,6,S,1S Pass 2S Pass 4S Pass Pass Pass,S:T75 H:82 D:AQ53 C:JT84,S:KQJ64 H:AKJ76 D:K6 C:5,S:A32 H:T94 D:9842 C:AQ9,S:98 H:Q53 D:JT7 C:K7632,1
Reverse,7,N,1C Pass 1H Pass 2D Pass 3C Pass Pass Pass,S:AK H:52 D:A642 C:AKT74,S:T74 H:KJ98 D:K73 C:985,S:J9852 H:QT43 D:JT C:63,S:Q63 H:A76 D:Q985 C:QJ2,3
Reverse,8,N,1D Pass 1S Pass 2H Pass 3NT Pass Pass Pass,S:J7 H:AK63 D:KQT85 C:KT,S:KQT5 H:Q8 D:J94 C:QJ97,S:A62 H:J942 D:A762 C:52,S:9843 H:T75 D:3 C:A8643,3
Reverse,9,S,1C Pass 1H Pass 2D Pass 3C Pass Pass Pass,S:Q52 H:A863 D:753 C:843,S:63 H:K5 D:KQJ6 C:AKT72,S:AK9 H:9742 D:A82 C:J95,S:JT874 H:QJT D:T94 C:Q6,3
Roman,1,N,1S Pass 2H Pass 4NT Pass 5S Pass 6H Pass Pass Pass,S:KQJT75 H:AJ863 D:A C:5,S:A8 H:KQ972 D:874 C:QJ3,S:3 H:T4 D:KQT962 C:T862,S:9642 H:5 D:J53 C:AK974,400
Roman,10,N,1S Pass 3H Pass 3S Pass 4NT Pass 5S Pass 6S Pass Pass Pass,S:AQJ753 H:65 D:A43 C:82,S:KT H:AK984 D:KQ8 C:KQ6,S:64 H:J72 D:JT52 C:AT93,S:982 H:QT3 D:976 C:J754,1
Roman,11,N,2C Pass 2H Pass 4NT Pass 6C Pass 7H Pass Pass Pass,S:AKQJ H:AQT43 D:AJ8 C:7,S:7642 H:KJ985 D:KQ74 C:,S:T98 H:72 D:32 C:KQJT54,S:53 H:6 D:T965 C:A98632,400
Roman,12,N,1NT Pass 2C Pass 2S Pass 4NT Pass 5C Pass 5D Pass 5S Pass Pass Pass,S:AT97 H:KJT D:QJT3 C:KJ,S:K652 H:AQ74 D:K86 C:AQ,S:QJ8 H:532 D:A97 C:8652,S:43 H:986 D:542 C:T9743,17
Roman,13,E,Pass 1D Pass 1S Pass 2H Pass 4NT Pass 5C Pass 5D Pass 5H Pass 6H Pass Pass Pass,S:AKQJ3 H:T875 D:K C:KQJ,S:97 H:AK96 D:AQ974 C:A5,S:T62 H:Q2 D:T532 C:7643,S:854 H:J43 D:J86 C:T982,2
Roman,14,N,1H Pass 2D Pass 3H Pass 4NT Pass 5C Pass 5NT Pass 6D Pass 7NT Pass Pass Pass,S:A63 H:AK9865 D:K C:A32,S:K7 H:QJ3 D:AQJT875 C:K,S:QJ52 H:7 D:9643 C:Q864,S:T984 H:T42 D:2 C:JT975,2
Roman,15,N,1H Pass 3S Pass 4NT Pass 6H Pass Pass Pass,S:T86 H:KQJ83 D:T C:AKQ6,S: H:AT96 D:KQJ74 C:JT83,S:KQ73 H:74 D:A6532 C:94,S:AJ9542 H:52 D:98 C:752,400
Roman,16,E,Pass 1S Pass 4D Pass 4NT Pass 6D Pass 7S Pass Pass Pass,S:AT843 H:QT84 D: C:KJT2,S:KQJ965 H:AK D:875 C:A5,S:7 H:J76 D:K9632 C:7643,S:2 H:9532 D:AQJT4 C:Q98,400
Roman,17,N,2C Pass 2NT Pass 3D Pass 4D Pass 4NT Pass 5C Pass 5H Pass 5S Pass 7NT,S:AQ5 H:4 D:AKT863 C:AKQ,S:K87 H:AT6 D:Q974 C:JT8,S:J962 H:J953 D:52 C:432,S:T43 H:KQ872 D:J C:9765,400
Roman,18,E,Pass 2C Pass 2H Pass 3H Pass 3S Pass 4NT Pass 6H,S: H:KQT8632 D:53 C:JT82,S:Q8 H:AJ97 D:KQJ C:AKQ6,S:T9743 H:4 D:T962 C:943,S:AKJ652 H:5 D:A874 C:75,400
Roman,19,N,2C Pass 2H Pass 2S Pass 3S Pass 4NT Pass 5H Pass 5NT Pass 6D Pass 7NT,S:AQJ8543 H:7 D:AK4 C:AK,S:KT72 H:AK865 D:83 C:64,S:6 H:Q43 D:QJ752 C:QJ83,S:9 H:JT92 D:T96 C:T9752,400
Roman,2,N,1C Pass 1S Pass 4S Pass 5C Pass 5H Pass 5S Pass Pass Pass,S:KQJ5 H:AQJ3 D:Q6 C:KQJ,S:AT9732 H:K95 D:85 C:A7,S:64 H:862 D:T7432 C:T43,S:8 H:T74 D:AKJ9 C:98652,400
Roman,20,E,Pass 1S Pass 3S Pass 4C Pass 4H Pass 6S Pass Pass Pass,S:QJ73 H:A8 D:T864 C:KJ5,S:AK9654 H:KQ6 D:KQJ2 C:,S:82 H:J942 D:A7 C:98432,S:T H:T753 D:953 C:AQT76,400
Roman,3,S,1D Pass 1S Pass 3S Pass 4NT Pass 5D Pass 6S Pass Pass Pass,S:KQ962 H:K865 D:5 C:KQ3,S:JT87 H:A7 D:AK63 C:A82,S:53 H:T32 D:Q974 C:J965,S:A4 H:QJ94 D:JT82 C:T74,9
Roman,4,S,1S Pass 2NT Pass 3NT Pass 4H Pass 4NT Pass 5S Pass 6S Pass Pass Pass,S:KQ84 H:AJ6 D:J3 C:QJ83,S:AJ972 H:KQ5 D:K5 C:AK6,S:53 H:T982 D:AQ62 C:T92,S:T6 H:743 D:T9874 C:754,2
Roman,5,S,1NT Pass 3D Pass 4D Pass 4NT Pass 5H Pass 6D,S:KJ7 H:6 D:AQT875 C:AT6,S:AQ H:T74 D:KJ63 C:KQJ7,S:862 H:KJ8532 D:94 C:82,S:T9543 H:AQ9 D:2 C:9543,400
Roman,6,S,1H Pass 3H Pass 4C Pass 4H Pass 4NT Pass 5C Pass 6H Pass Pass Pass,S:A652 H:QJ52 D:KJ3 C:82,S:KT8 H:AK9864 D: C:AKQ7,S:J3 H:7 D:986542 C:J943,S:Q974 H:T3 D:AQT7 C:T65,400
Roman,7,N,1S Pass 4D Pass 4NT Pass 5NT Pass 6S Pass Pass Pass,S:AQ974 H:8 D:A632 C:KQJ,S:K8652 H:KJT7 D: C:A983,S:T3 H:Q92 D:KQ875 C:T72,S:J H:A6543 D:JT94 C:654,400
Roman,8,N,2NT Pass 3C Pass 3H Pass 4NT Pass 5H Pass Pass Pass,S:KQJ H:AT76 D:AQJ C:QJ9,S:AT8 H:K984 D:K9 C:KT65,S:32 H:J32 D:87643 C:843,S:97654 H:Q5 D:T52 C:A72,1
Roman,9,N,2C Pass 2H Pass 4NT Pass 5C Pass 6H Pass Pass Pass,S:AKQJ H:AJT7 D:A5 C:KQT,S:7 H:KQ985 D:KQ74 C:983,S:T9864 H:62 D:T83 C:J52,S:532 H:43 D:J962 C:A764,2
Stayman,1,N,1NT Pass Pass Pass,S:KT82 H:74 D:AK63 C:AJ7,S:A4 H:KJ98 D:T872 C:865,S:963 H:AT532 D:95 C:KQ9,S:QJ75 H:Q6 D:QJ4 C:T432,1
Stayman,10,N,1NT Pass 2C Pass 2S Pass 4S Pass Pass Pass,S:AQJ9 H:KJ D:Q764 C:Q53,S:KT42 H:AQT963 D: C:874,S:87 H:874 D:KJ92 C:K962,S:653 H:52 D:AT853 C:AJT,9
Stayman,11,N,1NT Pass 2C Pass 2D Pass 4H Pass Pass Pass,S:AQJ H:KJ D:Q764 C:Q653,S:KT42 H:AQT963 D: C:874,S:985 H:74 D:AK82 C:AKT9,S:763 H:852 D:JT953 C:J2,2
Stayman,12,S,1NT Pass 2C Pass 2S Pass 2NT Pass Pass Pass,S:83 H:KQ74 D:7643 C:A82,S:KT42 H:A3 D:QJ95 C:KQ7,S:AJ9 H:J985 D:KT2 C:963,S:Q765 H:T62 D:A8 C:JT54,1
Stayman,13,S,1NT Pass 2C Pass 2D Pass 2NT Pass 3NT Pass Pass Pass,S:JT83 H:JT86 D:KT C:A84,S:KQ2 H:A93 D:QJ95 C:KQ7,S:54 H:Q742 D:87642 C:T5,S:A976 H:K5 D:A3 C:J9632,4
Stayman,14,S,1NT Pass 2C Pass 2S Pass 3S Pass Pass Pass,S:KT85 H:9852 D:A93 C:Q5,S:Q762 H:Q63 D:KQJ C:AJ7,S:AJ4 H:KT7 D:T864 C:T93,S:93 H:AJ4 D:752 C:K8642,2
Stayman,15,S,1NT Pass 2C Pass 2H Pass 3H Pass 4H Pass Pass Pass,S:QT93 H:K873 D:A5 C:764,S:J62 H:AT95 D:KQJ4 C:AQ,S:AK H:J62 D:7632 C:K532,S:8754 H:Q4 D:T98 C:JT98,5
Stayman,16,S,1NT Pass 2C Pass 2H Pass 2NT Pass 4S Pass Pass Pass,S:AT96 H:63 D:QT84 C:K83,S:KQJ4 H:AT95 D:J73 C:AQ,S:8 H:KQJ7 D:A652 C:JT92,S:7532 H:842 D:K9 C:7654,4
Stayman,17,S,1NT Pass 2C Pass 2D Pass 2H Pass 3NT Pass Pass Pass,S:AQ52 H:KQT96 D:T9 C:97,S:KJ4 H:A8 D:QJ73 C:AQT8,S:83 H:753 D:AK8652 C:J5,S:T976 H:J42 D:4 C:K6432,8
Stayman,18,S,1NT Pass 2C Pass 2D Pass 2H Pass 4H Pass Pass Pass,S:Q2 H:K9753 D:Q73 C:QT6,S:K7 H:QJT D:AK95 C:KJ94,S:J986 H:A8 D:JT6 C:8532,S:AT543 H:642 D:842 C:A7,5
Stayman,19,S,2NT Pass 3C Pass 3D Pass 3S Pass 3NT Pass Pass Pass,S:QJ763 H:KT73 D:42 C:Q5,S:AK H:QJ9 D:KQ83 C:AJT7,S:T842 H:A52 D:J65 C:864,S:95 H:864 D:AT97 C:K932,1
Stayman,2,N,1NT Pass 2C Pass 2S Pass 2NT Pass 3NT Pass Pass Pass,S:KQJ5 H:T63 D:AQ9 C:KQT,S:A4 H:AJ98 D:T872 C:865,S:98763 H:K72 D:KJ4 C:J2,S:T2 H:Q54 D:653 C:A9743,2
Stayman,20,S,2NT Pass 3C Pass 3H Pass 3NT Pass 4S Pass Pass Pass,S:Q963 H:K5 D:Q875 C:742,S:KJT5 H:AQJ9 D:AJ9 C:KQ,S:8 H:T743 D:T6432 C:865,S:A742 H:862 D:K C:AJT93,1
Stayman,21,N,2NT Pass 3C Pass 3S Pass 6S Pass Pass Pass,S:AJ85 H:KJ D:AK8 C:KJ96,S:KQ42 H:AQT943 D: C:874,S:T96 H:72 D:65432 C:T52,S:73 H:865 D:QJT97 C:AQ3,9
Stayman,22,N,1NT Pass 2C Pass 2H Pass Pass Pass,S:A83 H:AK64 D:Q52 C:Q87,S:Q742 H:T983 D:J8763 C:,S:K96 H:752 D:T4 C:AKT53,S:JT5 H:QJ D:AK9 C:J9642,46
Stayman,23,N,1NT Pass 3NT Pass Pass Pass,S:AK73 H:A95 D:982 C:AQ2,S:QJ85 H:K64 D:QJ7 C:KT8,S:42 H:QT873 D:AT63 C:63,S:T96 H:J2 D:K54 C:J9754,2
Stayman,3,N,1NT Pass 2C Pass 2S Pass 4S Pass Pass Pass,S:A983 H:AK5 D:A95 C:J94,S:KQT6 H:964 D:KJT8 C:73,S:75 H:J832 D:742 C:AT65,S:J42 H:QT7 D:Q63 C:KQ82,6
Stayman,4,N,1NT Pass 2C Pass 2D Pass 3NT Pass Pass Pass,S:965 H:A9 D:AQT5 C:KQ86,S:AJT4 H:KQJ5 D:863 C:J7,S:Q8 H:876 D:J94 C:A9543,S:K732 H:T432 D:K72 C:T2,2
Stayman,5,N,1NT Pass 2C Pass 2S Pass 4S Pass Pass Pass,S:T982 H:KQ6 D:A94 C:AK5,S:KQJ3 H:AJ5 D:72 C:9843,S:A74 H:972 D:JT65 C:QJ7,S:65 H:T843 D:KQ83 C:T62,2
Stayman,6,N,1NT Pass 2C Pass 2D Pass 6NT Pass Pass Pass,S:KQ5 H:Q95 D:KQ94 C:A62,S:AT94 H:KJT7 D:AJ C:KQ3,S:72 H:A86 D:T752 C:T754,S:J863 H:432 D:863 C:J98,1
Stayman,7,N,1NT Pass 2C Pass 2H Pass 4NT Pass 5H Pass 6H Pass Pass Pass,S:QT9 H:AQJ3 D:AT8 C:QJ6,S:4 H:KT97 D:KQJ3 C:AK85,S:K8652 H:842 D:542 C:74,S:AJ73 H:65 D:976 C:T932,2
Stayman,8,N,1NT Pass 2C Pass 2H Pass 4H Pass Pass Pass,S:95 H:KQ95 D:AK63 C:KQ8,S:AKQ42 H:JT76 D:75 C:93,S:T86 H:43 D:JT2 C:AJT76,S:J73 H:A82 D:Q984 C:542,4
Stayman,9,N,1NT Pass 2C Pass 2D Pass 3S Pass 4S Pass Pass Pass,S:T86 H:KQ5 D:A864 C:AKT,S:AKQ42 H:JT76 D:75 C:93,S:953 H:92 D:T93 C:Q8765,S:J7 H:A843 D:KQJ2 C:J42,1
Transfers,1,N,1NT Pass 2D Pass 2H Pass Pass Pass,S:AK53 H:QT D:Q65 C:A742,S:94 H:KJ9863 D:T8 C:865,S:8762 H:A75 D:A9 C:KQJT,S:QJT H:42 D:KJ7432 C:93,13
Transfers,10,N,2NT Pass 3D Pass 3H Pass 3NT Pass 4H Pass Pass Pass,S:Q2 H:AJ3 D:AK64 C:KQJT,S:75 H:KQ874 D:T93 C:874,S:KJ9 H:T965 D:Q52 C:A63,S:AT8643 H:2 D:J87 C:952,2
Transfers,11,S,1NT Pass 2D Pass 2H Pass 2NT Pass Pass Pass,S:92 H:QT962 D:K54 C:K83,S:KQ75 H:J8 D:AQ6 C:QJ74,S:T8643 H:AK43 D:J8 C:AT,S:AJ H:75 D:T9732 C:9652,1
Transfers,12,S,1NT Pass 2H Pass 2S Pass 2NT Pass 3NT Pass Pass Pass,S:KJT63 H:96 D:982 C:KJ4,S:Q4 H:AQ8 D:KQT5 C:AT93,S:A875 H:JT72 D:A76 C:86,S:92 H:K543 D:J43 C:Q752,3
