Subfolder,Filename,DealNumber,Kind,NorthHand,EastHand,SouthHand,WestHand,Dealer,Student,Auction,Contract,Declarer,Lead,Analysis
Minor,deal06.html,6,BID,S:AJ3 H:J64 D:93 C:KT985,,S:86 H:T2 D:AQT65 C:AQJ2,,South,South,1D | pass 1NT pass 2C | pass 3C pass pass | pass pass pass,3C,South,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!D]\n\nWith a 5-card and a 4-card Minor you open the 5-card. Partner responds 1NT. What do you say now? [BID 2!C]\n\nWith only 14 points a pass might be the best bid. But with doubletons in both Majors, knowing partner does not have 4 of either, you elect to bid 2!C. Partner now surprises you and bids 3!C. It's your bid. [BID pass]\n[show NS]\n\nPartner evidently found some hidden treasure when he revalued! But you still have only 16 points at the most so you pass."
Minor,deal07.html,7,BID,S:J4 H:QJ4 D:AQ5 C:KT873,,S:KQ65 H:AK97 D:8 C:AQJ2,,South,South,1C | pass 3C pass 4NT | pass 5D pass 6C | pass pass pass,6C,South,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!C]\n\nNice hand! But not strong enough to open with anything other than 1!C. Partner jumps to 3!C! What do you bid? [BID 4NT]\n\nYou might be tempted to mention one of your Majors at this point, but resist the temptation. Trust that your partner also knows the bidding priorities and that he would have bid a 4-card Major if he had held one. The problem with you now saying 3!H for example, is that partner would probably think you had a 5-card !H suit and support you with only 3 of them. You know that !Cs is your suit so stick to it.\nWith partner showing 13-16 points, and your hand revaluing to 21 you are definitely thinking slam. It would not be terrible to just bid 6!C right now, but Blackwood was invented just for these situations, to make sure you are not missing 2 Aces when you bid a slam. So you bid 4NT. Partner answers with 5!D. What say you? [BID 6!C]\n[show NS]\n\nBlackwood did its job. You are missing one Ace so all thoughts of a Grand are put aside. Bid 6!C."
Minor,deal08.html,8,BID,S:AJ H:Q73 D:KQT62 C:T92,,S:QT5 H:AJ9 D:J873 C:AQ5,,South,South,1D | pass 3D pass 3NT | pass pass pass | pass pass pass,3NT,South,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!D]\n\nThis would be a perfect hand to open 1NT - well, it would be if it held one more point. But with only 14 you open your 4-card Minor, 1!D. Partner responds 3!D.\nWhat do you say now? [BID 3NT]\n[show NS]\n\nPartner suggests that !Ds is your suit, and he may be right. But you would much rather play the less demanding Notrump game if he is willing. So you bid 3NT, knowing that if partner is really distributional he will take you back to !Ds. He doesn't, so you play 3NT."
Minor,deal09.html,9,BID,S:Q742 H:KJ5 D:A83 C:T76,,S:AJT H:QT7 D:KJ6 C:AK83,,South,South,1C | pass 1S pass 2NT | pass 3NT pass pass | pass pass pass,3NT,South,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!C]\n\nThis would be an ideal hand to open 1NT - well, it would be with one less point. But with 18 you are too strong to open 1NT so you open 1!C. Partner responds 1!S. What do you bid next? [BID 2NT]\n[show NS]\n\n<b>DO NOT</b> fall into the trap of supporting partner's !Ss just because you have such nice help for him. He might have a 4-card suit. Instead, just describe your hand by jumping to 2NT, showing a balanced hand with 18-19 points. Partner now bids 3NT and you play it there."
Minor,deal10.html,10,BID,S:KT9742 H:QJ5 D:3 C:743,,S:QJ6 H:AK7 D:Q864 C:AK8,,South,South,1D | pass 1S pass 2NT | pass 3S pass 4S | pass pass pass,4S,North,,"[show S]\nYou dealt this hand. What do you bid? [BID 1!D]\n\nYou open 1!D and partner responds 1!S. What is your next bid? [BID 2NT]\n\nDo not support what may be a 4-card suit with only 3 cards. Instead, jump to 2NT, showing 18-19, balanced. Partner rebids the !Ss. What do you say next? [BID 4!S]\n[show NS]\n\nPartner shows a minimum hand, but with 6 !Ss. 3NT is very tempting, and might work out fine, but with 9 !Ss it is probably better to play the suit game. So you bid 4!S and everybody passes.\nBidding 4!S was a good choice. It makes easily, yet 3NT might have gone down."
Minor,deal11.html,11,BID,S:AK74 H:KQ96 D:J8 C:976,,S:JT96 H:85 D:742 C:AK83,,North,South,1C pass 1S | pass 2S pass pass | | pass pass pass,2S,South,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 1!S]\n\nYou have plenty good support to raise partner's !C suit. But your first priority is to show a 4-card Major suit if you have one. You do, so you respond 1!S. Partner raises you to 2!S. What do you bid now? [BID pass]\n[show NS]\n\nAre you tempted to take partner back to !Cs since you have such good support? Don't be. Partner has 4 !Ss, but he might have only 3 !Cs.\nAre you tempted to bid 3!S since partner raised you? Don't be. He showed a minimum hand with his single raise and you only have 9 points. Just pass."
Minor,deal12.html,12,BID,S:AK9 H:KQ83 D:QT42 C:T3,,S:76 H:AJ96 D:AK83 C:J85,,North,South,1D pass 1H | pass 2H pass 4H | pass pass pass,4H,South,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 1!H]\n\nSome might jump to 2NT, ""to show partner my point count"". Some might jump to 3!D, ""to force partner to game and show my !D support"". The wise ones will just bid 1!H, striving to find an 8-card Major fit, the first priority of bidding.\nYou choose the 1!H route, and partner obligingly says 2!H. What do you bid next? [BID 4!H]\n[show NS]\n\nRemember ""She who knows, goes""? You know of the 8-card Major fit. You know of at least 26 combined points. You know you should bid 4!H, so you do."
Minor,deal13.html,13,BID,S:K963 H:A7 D:JT9 C:AJT7,,S:QJT7 H:KQ98 D:762 C:KQ,,North,South,1C pass 1H | pass 1S pass 4S | pass pass pass,4S,North,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 1!H]\n\nWhen you have two 4-card suits to show you bid them ""up-the-line"". In this case it means you say 1!H. Partner replies 1!S. What do you bid? [BID 4!S]\n[show NS]\n\nThere are enough points for game and a known 8-card Major fit. So you bid 4!S.\nPerfect bidding isn't always rewarded. They can win three !D tricks and the Ace of trumps. If the opening lead is a !H or a !C you might make it, so it just depends on luck."
Minor,deal14.html,14,BID,S:KT4 H:J97 D:AK72 C:K53,,S:AJ5 H:KT6 D:Q986 C:A96,,North,South,1D pass 2NT | pass 3NT pass pass | pass pass pass,3NT,South,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 2NT]\n[show NS]\n\nYou have two very good choices, neither of which is really wrong. You could bid 2NT, showing 13-16 points, balanced, or you could bid 3!D, showing 13-16 points, good trump support.\nWhat should decide you is the bidding priorities. You'd much rather try to play a 9-trick game than an 11-trick game. And at the same time you must trust your partner not to leave you hung out in Notrump with an unsuitable hand. (Can you believe I wrote Notrump and unsuitable in the same sentence?)\nAnyway, you bid 2NT and partner raises to 3NT."
Minor,deal15.html,15,BID,S:AK92 H:J5 D:K72 C:K832,,S:T83 H:KQT6 D:AQ6 C:QJ5,,North,South,1C pass 1H | pass 1S pass 3NT | pass pass pass,3NT,South,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 1!H]\n\nWith 14 points and a 4-3-3-3 distribution this could be the perfect hand for a jump to 2NT. But not when the 4-card suit is a Major - you should not skip bidding a Major when you have the opportunity.\nSo you respond 1!H. Partner says 1!S. What do you bid? [BID 3NT]\n[show NS]\n\nPartner doesn't have 4 !Hs so you go back to thinking this is an ideal notrump hand. So ideal that you apply the ""She who knows, goes"" principle and bid 3NT. Partner smiles and passes."
Minor,deal16.html,16,BID,S:KT93 H:AT84 D:QT3 C:A9,,S:A7 H:K9 D:KJ974 C:JT85,,North,South,1D pass 3D | pass 3NT pass pass | pass pass pass,3NT,North,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 3!D]\n\nYou have great !D support and perhaps 15 points. The ""perhaps"" is because partner may have only 3 !Ds, and if you are the long-trump hand any ruffs you take will probably not increase the number of trump tricks your side makes. But still, you have a great hand.\nSo you bid 3!D. Partner now says 3NT. What do you bid? [BID pass]\n[show NS]\n\nYou described your hand very well with your first bid. Partner heard the description and chose 3NT. Since you trust your partner you pass."
Minor,deal17.html,17,BID,S:AK63 H:K9 D:A83 C:Q975,,S:J985 H:Q74 D:T5 C:K862,,North,South,1C pass 1S | pass 3S pass pass | pass pass pass,3S,South,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 1!S]\n\nYou must make a weak response, and in theory there are 3 weak responses you could make with this hand. You could bid 2!C, 1!S or 1NT. And while none of them would be actually incorrect the best choice is to show your 4-card Major.\nYou bid 1!S. Partner jumps to 3!S. What do you say now? [BID pass]\n[show NS]\n\nYou started with just 6 points, and after discovering the !S fit you revalue all the way up to 7 points. Partner has shown 16-18 and that's still not enough for game. You pass."
Minor,deal18.html,18,BID,S:A93 H:AT83 D:KQJ6 C:QJ,,S:84 H:KQ97 D:AT5 C:T862,,North,South,1D pass 1H | pass 3H pass 4H | pass pass pass,4H,South,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 1!H]\n\nYour top priority as responder is to show a Major suit if you have one, so you say 1!H. Partner jumps to 3!H. What do you say? [BID 4!H]\n[show NS]\n\nPartner knows you may have only 6 points and went to the 3-level anyway. He is inviting you to bid game if you have a bit more than the 6 you promised. You revalue up to 10 so you have quite a bit more. You accept his invitation and bid 4!H."
Minor,deal19.html,19,BID,S:QT86 H: D:KQJT C:KQJT8,,S:KJ953 H:AK64 D:9 C:A97,,North,South,1C pass 1S | pass 3S pass 4NT | pass 5C pass 5S | pass pass pass,5S,South,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 1!S]\n\nYou have a very big hand. But there is no need to start jumping before you know whether you have a fit. So just bid 1!S, partner cannot pass this bid.\nPartner now surprises you with a jump to 3!S!. What do you bid next? [BID 4NT]\n[show NS]\n\nWow! Partner has 16 and you have more than that. Slam appears certain, by why not check for Aces? So you bid 4NT and partner answers 5!C. What do you say next? [BID 5!S]\n\nYou probably say ""Oh Darn!"" or perhaps something less printable. But then you just sign of at 5!S."
Minor,deal20.html,20,BID,S:9 H:AK8 D:AJT64 C:KQJ2,,S:KT6 H:75 D:KQ953 C:974,,North,South,1D pass 2D | pass 4D pass 5D | pass pass pass,5D,North,,"[show S]\nThe bidding is shown. Decide what you would say, then click BID. [BID 2!D]\n\nThat is great support, but always remember when supporting a Minor that partner might have only 3 of them. So you bid 2!D. Partner jumps to 4!D. What do you bid? [BID 5!D]\n[show NS]\n\nYou were cautious with your first bid, but that is over now. Partner didn't open with a 3-card suit, he really has !Ds. He bypassed 3NT in a flash, so he has no interest in playing anywhere but a !D contract. He invites you to bid game if you have something extra above the 6 points you already promised. You have a lot more than that, so you bid 5!D."
NMF,deal01.html,1,BID,S:T92 H:AQ3 D:T86 C:AK54,,S:QJ865 H:K92 D:AK C:863,,North,South,1C pass 1S | pass 1NT pass 2D | pass 2S pass 4S | pass pass pass,4S,South,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID 1!S]\nWith 14 points you will insist on game, but you aren't strong enough to jump shift. So you bid 1!S. Partner rebids 1NT. What do you bid now? [BID 2!D]\n\nPartner has a minimum hand, balanced. You know you want to be in game, but you aren't sure which game. If partner has only 2 !Ss then 3NT should be best. But if he has 3 !Ss then you would prefer to play the 8-card Major fit. The way to find out is with New Minor Forcing. So you bid 2!D. Partner answers with 2!S. What do you bid now? [BID 4!S]\n[show NS]\n\nPartner tells you he has 3 !Ss. You already know he has a minimum strength hand. You bid the !S game."
NMF,deal02.html,2,BID,S:KQJT2 H:K63 D:86 C:A54,,S:96 H:A82 D:AK74 C:Q863,,South,South,1D | pass 1S pass 1NT | pass 2C pass 2NT | pass 3NT all pass pass pass,3NT,South,,"[show S]\nYou are the dealer. Decide what you would say, then click on <b>BID</b> above. [BID 1!D]\nWith 13 points and 4 cards in each minor suit you should open 1!D. Partner responds 1!S. What do you bid now? [BID 1NT]\n\nYou have a minimum, balanced hand. It would not be wrong to say 2!C, but 1NT is probably better. Partner says 2!C. What do you bid now? [BID 2NT]\n[show NS]\n\nDo not support the !Cs if you have another decent bid. This is New Minor Forcing and partner may or may not have a !C suit. You do not have 3 !Ss. You do not have a 4-card !H suit. You do have a !H stopper, so bid 2NT. Partner then bids 3NT."
NMF,deal03.html,3,BID,S:962 H:A53 D:KQJ5 C:K84,,S:Q74 H:KQ642 D:87 C:A53,,North,South,1D pass 1H | pass 1NT pass 2C | pass 2H pass pass | pass pass pass,2H,South,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID 1!H]\nWith 12 points you know game is likely, but for now you bid 1!H. Partner rebids 1NT. What do you say next? [BID 2!C]\n\nPartner has 12-14 points, balanced. If he is at the top, game could still be there, but you aren't sure where to play. If partner has only 2 !Hs then NT is probably best, but if he has 3 !Hs then you would prefer to play the 8-card Major fit. New Minor Forcing will allow partner to answer both questions for you. So you bid 2!C. Partner answers with 2!H. What do you bid now? [BID pass]\n[show NS]\n\nPartner tells you he has 3 !Hs. But he also tells you he has minimum strength - in other words not 14 points. So you pass and accept the partscore."
NMF,deal04.html,4,BID,S:AKQ52 H:AT63 D:75 C:T4,,S:63 H:KQJ2 D:AK86 C:985,,South,South,1D | pass 1S pass 1NT | pass 2C pass 2H | pass 4H all pass pass pass,4H,South,,"[show S]\nYou are the dealer. Decide what you would say, then click on <b>BID</b> above. [BID 1!D]\nWith 13 points you open your 4-card minor, 1!D. Partner responds 1!S. What do you bid now? [BID 1NT]\n\nYou have a great !H suit, but can't bid it. A 2!H bid here would be a Reverse and you are nowhere near strong enough. So instead you say 1NT.\nPartner says 2!C. What do you bid? [BID 2!H]\n[show NS]\n\nThis is New Minor Forcing and your first priority is to show a 4-card !H suit. You bid 2!H and partner raises to 4!H."
NMF,deal05.html,5,BID,S:KJ2 H:73 D:AK62 C:Q742,,S:Q74 H:KQ642 D:87 C:A53,,North,South,1D pass 1H | pass 1NT pass 2C | pass 2NT pass pass | pass pass pass,2NT,North,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID 1!H]\nWith 12 points you know game is likely, but for now you bid 1!H. Partner rebids 1NT. What do you say next? [BID 2!C]\n\nPartner has 12-14 points, balanced. If he is at the top, game could still be there, but you aren't sure where to play. If partner has only 2 !Hs then NT is probably best, but if he has 3 !Hs then you would prefer to play the 8-card Major fit. New Minor Forcing will allow partner to answer both questions for you. So you bid 2!C. Partner answers with 2NT. What do you bid now? [BID pass]\n[show NS]\n\nPartner tells you he has only 2 !Hs. He also tells you he only has 12-13 points. So you pass 2NT."
NMF,deal06.html,6,BID,S:A7 H:AQT63 D:QT4 C:753,,S:K43 H:K92 D:J85 C:AK86,,South,South,1C | pass 1H pass 1NT | pass 2D pass 3H | pass 4H all pass pass pass,4H,North,,"[show S]\nYou are the dealer. Decide what you would say, then click on <b>BID</b> above. [BID 1!C]\nWith 14 points you open your 4-card minor, 1!C. Partner responds 1!H. What do you bid now? [BID 1NT]\n\nThis is easy. You cannot support !Hs at this point with only 3 cards. So you rebid 1NT.\nPartner says 2!D. What do you bid? [BID 3!H]\n[show NS]\n\nThis is New Minor Forcing. Partner wants to know if you have 3 !Hs. Not only do you have 3 good !Hs, but you also have a maximum hand. So you jump to 3!H and partner bids the game."
NMF,deal07.html,7,BID,S:Q2 H:Q954 D:A52 C:KQ97,,S:KJ976 H:AK87 D:64 C:T3,,North,South,1C pass 1S | pass 1NT pass 2D | pass 2H pass 4H | pass pass pass,4H,North,,"[show S]\nThe bidding has gone as shown. Decide what you would say, then click on <b>BID</b> above. [BID 1!S]\nYou have 12 points and you respond 1!S. Partner rebids 1NT. What do you say next? [BID 2!D]\n\nPartner has 12-14 points, balanced. You have an excellent 4-card !H suit, but if you bid 2!H right now it is not forcing on partner and he will almost surely pass. And you definitely don't have the points to jump to 3!H. New Minor Forcing gives you a way out.\nSo you say 2!D and your wonderful partner bids 2!H. What now? [BID 4!H]\n[show NS]\n\nYour 12 points just got upgraded! Bid 4!H."
